-9.745461350760171726e-01,-7.847423889915611239e-01,-1.043935133088627065e+00,5.575760525522412969e-01,1.453754250121983116e+00,2.574360121340173890e+00
-9.720549288284947576e-01,1.874824055615560647e+00,1.400596284847616113e+00,-1.171474975306377786e+00,-1.538036677736962732e+00,-1.672447248943456088e+00
-1.620506267080790153e-02,1.225485886303814276e-01,-5.582152127850021905e-01,1.466396076247830749e+00,1.164897671405292545e+00,1.292246207701431615e+00
1.284762011339936727e+00,1.944402303450957659e+00,2.038932530287315359e+00,-5.917382232737136150e-01,1.358756473997213110e+00,-1.930374693829292720e+00
-1.570276748907471376e+00,2.061217730750259491e+00,7.073260475326255126e-01,-2.729737120592178989e+00,-2.557622293774746147e-01,2.948251096006242022e+00
-1.569029343211494565e+00,8.886262813948992978e-01,-8.168543101896861280e-01,4.269418175547183836e-01,6.336015686815272829e-01,-1.016705825635386695e-01
-1.328239859876947815e+00,6.646253430983568578e-01,-3.391245497085999538e-01,-1.553274764060696755e+00,7.725905772766412660e-01,-1.719177149702710405e+00
1.570698215155371003e+00,-9.554776195253430471e-01,1.213726187909908605e+00,1.834241038119869494e+00,-2.873727122874338846e-01,-9.436175359151253161e-01
-3.718835680664436261e-01,1.465254853978053218e+00,1.340034512721972604e-01,-2.299442144299436386e+00,1.566990677180224445e+00,9.866127100359491919e-01
7.387849605402783126e-01,7.509647551830072043e-01,1.879449810141903265e+00,8.024635129676309653e-01,1.354361526325469800e+00,-1.803373333428388570e-01
-1.055200021342744821e+00,-6.412799688360010242e-01,1.982327310588989588e+00,-1.425533751243180047e+00,-1.024970052070594662e+00,-4.362920324657650895e-01
6.051837568541396095e-01,2.072827431045072721e+00,2.037068931799307592e+00,1.281323548271122270e+00,-1.560051131022342163e+00,-1.784972331283029678e+00
9.469582559393758814e-01,-8.670081866253466218e-01,2.078052823281744566e+00,9.232386313959093371e-01,-1.160798191578125138e+00,1.304895888718959007e+00
-9.906663410068744513e-01,1.484549000548319286e+00,-3.306115618121886479e-01,-3.050921248314182321e-01,-5.420935640792849952e-01,1.984405375878719902e+00
-1.570312638968069718e+00,-8.300441759454054713e-01,-1.013904912855401408e+00,-3.563929458252381721e-01,4.011991278503712621e-02,-2.119928345876719966e+00
-3.518916156899198899e-01,1.900351456285216623e+00,1.360594782280168724e+00,-2.962695840164601080e+00,-9.738400652626250098e-01,-3.139249314656458623e+00
-1.487683716288481728e+00,-1.889433560832642911e-02,1.520502854433755102e+00,-2.771777182362005654e+00,1.461983295617005130e+00,-3.116222360474501407e+00
-1.534194603620990138e+00,-8.914026161656886105e-01,4.099773556540187158e-02,1.279109005137796018e+00,-7.734790699825172533e-01,2.807396040897571332e+00
-2.739967174884005985e-03,1.684065403578117737e+00,-3.425524456409393403e-01,-2.655693949324478442e+00,-6.549494876311934277e-02,3.530012416272469977e-01
-1.546170120403340009e+00,1.595367382775138898e+00,2.027471569936535545e+00,9.188222345474512665e-01,3.928583538931376129e-01,-1.096914360789352116e+00
1.049980475474013630e+00,9.887296313696574135e-01,-7.468118337040117183e-01,-2.297972615906265226e+00,-1.659337169805483736e-01,1.432265251975952225e+00
1.570509979340410478e+00,1.654404971728270501e+00,-5.023595381703629403e-01,-2.224571152411247255e+00,9.590874009570917735e-01,-2.869713508082800679e+00
1.488810955634363609e+00,4.728481123469352454e-01,1.009176481404892689e+00,2.970903937248716709e+00,1.192664132556350509e+00,8.103623253212139943e-01
1.366496484448055604e+00,-3.909629170244219853e-01,1.669747333748392792e+00,-8.234917583963814458e-01,8.546179647837153226e-01,1.369365747870905814e+00
