-1.287827929550532380e+00,1.951836446353336418e+00,4.321009150858330372e-01,2.794169346372711971e+00,4.382411522356894906e-01,-6.084989567545875389e-01
-1.260565853642626299e+00,1.072950204484248937e+00,1.741418031444957437e+00,-2.969972187632799798e+00,1.506894184255742619e+00,-1.823897051186690765e+00
-1.485567213774929840e-02,1.948743602142941400e+00,-9.276536302100638620e-01,-2.859001588649080716e+00,1.341082509644670573e+00,9.170931602020129247e-01
1.172686524434426669e+00,1.756622662710707106e+00,8.100477918555579748e-01,-2.883335060588209764e+00,1.569480002781355132e+00,9.790589543292123054e-01
5.617799354247896559e-01,-6.890325717753854606e-01,4.110126929485697911e-01,-1.831604703946162260e+00,1.337802118055467115e+00,-8.302388380979035531e-01
-3.025420200664186154e-01,-9.882429814123973033e-01,2.094395071978885525e+00,-1.149014955004586502e+00,6.706154440089067137e-01,-8.584639528772917139e-01
1.440436723955480058e+00,-8.745919872462276645e-01,1.005060852539341187e-01,1.570563368686848094e+00,-6.976284311350878786e-01,-2.083916140683630847e+00
-6.876644377808376341e-01,-9.542804323071818473e-01,2.037991362206198254e+00,2.655577926206942330e+00,1.554210340696952297e+00,-2.633283456539102119e+00
2.614593207252102758e-02,3.255764541638077603e-01,-1.033222529766584907e+00,-2.272489335518313336e+00,-1.224929691082746297e+00,9.499556941551414724e-01
-1.568770965451124377e+00,-9.570970809719863137e-01,-3.223916911005714203e-01,-2.396972235792365069e-01,1.497549123668210136e+00,-1.392445794880323717e-01
8.344654907877471217e-01,1.133732950257401617e+00,9.810221862275734228e-01,-2.881437680965501791e+00,-1.531212088456260334e+00,3.925200097358585438e-01
-1.529192259430265377e+00,1.199998886142696231e+00,1.333211574432944468e+00,9.570901873630814904e-01,1.034295214374771010e+00,-2.299486537157017008e+00
-1.501461230627185950e+00,-7.110100478178746908e-01,9.918202527848924976e-01,-1.599965473980834885e+00,-9.701050757541526126e-01,-4.058505762220310231e-02
-1.524168353395829456e+00,8.192475601510720296e-01,1.194268878107566101e+00,5.161486552230609703e-02,-1.435757769090065805e+00,1.239756800279712579e+00
-1.442914541385735827e+00,1.769704471241629884e+00,2.812566379242542602e-02,-8.611640624937559885e-01,2.967750572179239654e-02,-5.231208099993955862e-01
1.460891249159526062e+00,-5.517432577420682271e-01,-9.266809068929247051e-01,-1.696590776410607848e+00,-1.320517721174837567e+00,1.340821709640849235e-01
-1.184550204027545739e-02,-1.022760355647253538e+00,6.511675860322749809e-01,-3.030250518957388284e+00,7.976894074634399701e-01,-1.109328798135595484e+00
